# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-10-17 14:57:28 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11475560 ELDER C NR BRANSCOMB CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11475560
#            TS   parameter     statistic     Description
#         11694       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11694_00060_00003	11694_00060_00003_cd
USGS	11475560	1975-03-14	52.0	A
USGS	11475560	1975-03-15	53.0	A
USGS	11475560	1975-03-16	55.0	A
USGS	11475560	1975-03-17	163	A
USGS	11475560	1975-03-18	634	A
USGS	11475560	1975-03-19	290	A
USGS	11475560	1975-03-20	161	A
USGS	11475560	1975-03-21	157	A
USGS	11475560	1975-03-22	161	A
USGS	11475560	1975-03-23	135	A
USGS	11475560	1975-03-24	184	A
USGS	11475560	1975-03-25	341	A
USGS	11475560	1975-03-26	172	A
USGS	11475560	1975-03-27	121	A
USGS	11475560	1975-03-28	87.0	A
USGS	11475560	1975-03-29	68.0	A
USGS	11475560	1975-03-30	58.0	A
USGS	11475560	1975-03-31	51.0	A
USGS	11475560	1975-04-01	44.0	A
USGS	11475560	1975-04-02	41.0	A
USGS	11475560	1975-04-03	38.0	A
USGS	11475560	1975-04-04	36.0	A
USGS	11475560	1975-04-05	34.0	A
USGS	11475560	1975-04-06	33.0	A
USGS	11475560	1975-04-07	32.0	A
USGS	11475560	1975-04-08	31.0	A
USGS	11475560	1975-04-09	29.0	A
USGS	11475560	1975-04-10	29.0	A
USGS	11475560	1975-04-11	29.0	A
USGS	11475560	1975-04-12	28.0	A
USGS	11475560	1975-04-13	27.0	A
USGS	11475560	1975-04-14	26.0	A
USGS	11475560	1975-04-15	26.0	A
USGS	11475560	1975-04-16	25.0	A
USGS	11475560	1975-04-17	23.0	A
USGS	11475560	1975-04-18	22.0	A
USGS	11475560	1975-04-19	21.0	A
USGS	11475560	1975-04-20	20.0	A
USGS	11475560	1975-04-21	19.0	A
USGS	11475560	1975-04-22	18.0	A
USGS	11475560	1975-04-23	18.0	A
USGS	11475560	1975-04-24	54.0	A
USGS	11475560	1975-04-25	62.0	A
USGS	11475560	1975-04-26	54.0	A
USGS	11475560	1975-04-27	47.0	A
USGS	11475560	1975-04-28	42.0	A
USGS	11475560	1975-04-29	37.0	A
USGS	11475560	1975-04-30	34.0	A
USGS	11475560	1975-05-01	31.0	A
USGS	11475560	1975-05-02	28.0	A
USGS	11475560	1975-05-03	28.0	A
USGS	11475560	1975-05-04	25.0	A
USGS	11475560	1975-05-05	24.0	A
USGS	11475560	1975-05-06	22.0	A
USGS	11475560	1975-05-07	21.0	A
USGS	11475560	1975-05-08	19.0	A
USGS	11475560	1975-05-09	18.0	A
USGS	11475560	1975-05-10	18.0	A
USGS	11475560	1975-05-11	17.0	A
USGS	11475560	1975-05-12	16.0	A
USGS	11475560	1975-05-13	15.0	A
USGS	11475560	1975-05-14	14.0	A
USGS	11475560	1975-05-15	14.0	A
USGS	11475560	1975-05-16	13.0	A
USGS	11475560	1975-05-17	13.0	A
USGS	11475560	1975-05-18	12.0	A
USGS	11475560	1975-05-19	11.0	A
USGS	11475560	1975-05-20	11.0	A
USGS	11475560	1975-05-21	11.0	A
USGS	11475560	1975-05-22	10.0	A
USGS	11475560	1975-05-23	9.90	A
USGS	11475560	1975-05-24	9.30	A
USGS	11475560	1975-05-25	9.00	A
USGS	11475560	1975-05-26	8.40	A
USGS	11475560	1975-05-27	7.80	A
USGS	11475560	1975-05-28	7.50	A
USGS	11475560	1975-05-29	7.20	A
USGS	11475560	1975-05-30	7.20	A
USGS	11475560	1975-05-31	7.20	A
USGS	11475560	1975-06-01	7.00	A
USGS	11475560	1975-06-02	6.70	A
USGS	11475560	1975-06-03	6.50	A
USGS	11475560	1975-06-04	6.50	A
USGS	11475560	1975-06-05	6.20	A
USGS	11475560	1975-06-06	5.90	A
USGS	11475560	1975-06-07	5.70	A
USGS	11475560	1975-06-08	5.50	A
USGS	11475560	1975-06-09	5.50	A
USGS	11475560	1975-06-10	5.20	A
USGS	11475560	1975-06-11	5.20	A
USGS	11475560	1975-06-12	5.00	A
USGS	11475560	1975-06-13	4.80	A
USGS	11475560	1975-06-14	4.40	A
USGS	11475560	1975-06-15	4.40	A
USGS	11475560	1975-06-16	4.20	A
USGS	11475560	1975-06-17	4.20	A
USGS	11475560	1975-06-18	4.20	A
USGS	11475560	1975-06-19	4.20	A
USGS	11475560	1975-06-20	4.00	A
USGS	11475560	1975-06-21	4.00	A
USGS	11475560	1975-06-22	3.80	A
USGS	11475560	1975-06-23	3.80	A
USGS	11475560	1975-06-24	3.80	A
USGS	11475560	1975-06-25	3.80	A
USGS	11475560	1975-06-26	3.80	A
USGS	11475560	1975-06-27	3.70	A
USGS	11475560	1975-06-28	3.50	A
USGS	11475560	1975-06-29	3.30	A
USGS	11475560	1975-06-30	3.30	A
USGS	11475560	1975-07-01	3.30	A
USGS	11475560	1975-07-02	3.30	A
USGS	11475560	1975-07-03	3.20	A
USGS	11475560	1975-07-04	3.20	A
USGS	11475560	1975-07-05	3.00	A
USGS	11475560	1975-07-06	3.00	A
USGS	11475560	1975-07-07	2.80	A
USGS	11475560	1975-07-08	2.80	A
USGS	11475560	1975-07-09	2.70	A
USGS	11475560	1975-07-10	2.60	A
USGS	11475560	1975-07-11	2.60	A
USGS	11475560	1975-07-12	2.40	A
USGS	11475560	1975-07-13	2.30	A
USGS	11475560	1975-07-14	2.30	A
USGS	11475560	1975-07-15	2.30	A
USGS	11475560	1975-07-16	2.30	A
USGS	11475560	1975-07-17	2.30	A
USGS	11475560	1975-07-18	2.30	A
USGS	11475560	1975-07-19	2.30	A
USGS	11475560	1975-07-20	2.30	A
USGS	11475560	1975-07-21	2.10	A
USGS	11475560	1975-07-22	2.10	A
USGS	11475560	1975-07-23	2.00	A
USGS	11475560	1975-07-24	1.90	A
USGS	11475560	1975-07-25	1.80	A
USGS	11475560	1975-07-26	1.80	A
USGS	11475560	1975-07-27	1.80	A
USGS	11475560	1975-07-28	1.60	A
USGS	11475560	1975-07-29	1.60	A
USGS	11475560	1975-07-30	1.60	A
USGS	11475560	1975-07-31	1.60	A
USGS	11475560	1975-08-01	1.60	A
USGS	11475560	1975-08-02	1.50	A
USGS	11475560	1975-08-03	1.50	A
USGS	11475560	1975-08-04	1.40	A
USGS	11475560	1975-08-05	1.40	A
USGS	11475560	1975-08-06	1.40	A
USGS	11475560	1975-08-07	1.40	A
USGS	11475560	1975-08-08	1.30	A
USGS	11475560	1975-08-09	1.30	A
USGS	11475560	1975-08-10	1.30	A
USGS	11475560	1975-08-11	1.30	A
USGS	11475560	1975-08-12	1.20	A
USGS	11475560	1975-08-13	1.20	A
USGS	11475560	1975-08-14	1.20	A
USGS	11475560	1975-08-15	1.20	A
USGS	11475560	1975-08-16	1.20	A
USGS	11475560	1975-08-17	1.20	A
USGS	11475560	1975-08-18	1.30	A
USGS	11475560	1975-08-19	1.30	A
USGS	11475560	1975-08-20	1.30	A
USGS	11475560	1975-08-21	1.30	A
USGS	11475560	1975-08-22	1.30	A
USGS	11475560	1975-08-23	1.20	A
USGS	11475560	1975-08-24	1.20	A
USGS	11475560	1975-08-25	1.20	A
USGS	11475560	1975-08-26	1.10	A
USGS	11475560	1975-08-27	1.10	A
USGS	11475560	1975-08-28	1.10	A
USGS	11475560	1975-08-29	1.10	A
USGS	11475560	1975-08-30	1.10	A
USGS	11475560	1975-08-31	1.10	A
USGS	11475560	1975-09-01	1.10	A
USGS	11475560	1975-09-02	1.10	A
USGS	11475560	1975-09-03	1.10	A
USGS	11475560	1975-09-04	1.10	A
USGS	11475560	1975-09-05	1.10	A
USGS	11475560	1975-09-06	1.10	A
USGS	11475560	1975-09-07	1.00	A
USGS	11475560	1975-09-08	1.00	A
USGS	11475560	1975-09-09	1.00	A
USGS	11475560	1975-09-10	1.00	A
USGS	11475560	1975-09-11	1.00	A
USGS	11475560	1975-09-12	1.00	A
USGS	11475560	1975-09-13	1.00	A
USGS	11475560	1975-09-14	1.00	A
USGS	11475560	1975-09-15	1.00	A
USGS	11475560	1975-09-16	1.00	A
USGS	11475560	1975-09-17	1.00	A
USGS	11475560	1975-09-18	0.96	A
USGS	11475560	1975-09-19	0.88	A
USGS	11475560	1975-09-20	0.88	A
USGS	11475560	1975-09-21	0.88	A
USGS	11475560	1975-09-22	0.88	A
USGS	11475560	1975-09-23	0.88	A
USGS	11475560	1975-09-24	0.88	A
USGS	11475560	1975-09-25	0.88	A
USGS	11475560	1975-09-26	0.88	A
USGS	11475560	1975-09-27	0.88	A
USGS	11475560	1975-09-28	0.88	A
USGS	11475560	1975-09-29	0.88	A
USGS	11475560	1975-09-30	0.88	A
USGS	11475560	1975-10-01	0.88	A
USGS	11475560	1975-10-02	0.88	A
USGS	11475560	1975-10-03	0.88	A
USGS	11475560	1975-10-04	0.88	A
USGS	11475560	1975-10-05	0.88	A
USGS	11475560	1975-10-06	0.88	A
USGS	11475560	1975-10-07	0.88	A
USGS	11475560	1975-10-08	0.88	A
USGS	11475560	1975-10-09	1.80	A
USGS	11475560	1975-10-10	3.00	A
USGS	11475560	1975-10-11	3.40	A
USGS	11475560	1975-10-12	2.60	A
USGS	11475560	1975-10-13	1.90	A
USGS	11475560	1975-10-14	1.60	A
USGS	11475560	1975-10-15	1.40	A
USGS	11475560	1975-10-16	1.40	A
USGS	11475560	1975-10-17	1.30	A
USGS	11475560	1975-10-18	1.30	A
USGS	11475560	1975-10-19	1.30	A
USGS	11475560	1975-10-20	1.30	A
USGS	11475560	1975-10-21	1.30	A
USGS	11475560	1975-10-22	1.30	A
USGS	11475560	1975-10-23	1.30	A
USGS	11475560	1975-10-24	1.30	A
USGS	11475560	1975-10-25	9.30	A
USGS	11475560	1975-10-26	27.0	A
USGS	11475560	1975-10-27	8.70	A
USGS	11475560	1975-10-28	5.80	A
USGS	11475560	1975-10-29	5.40	A
USGS	11475560	1975-10-30	23.0	A
USGS	11475560	1975-10-31	12.0	A
USGS	11475560	1975-11-01	7.80	A
USGS	11475560	1975-11-02	6.00	A
USGS	11475560	1975-11-03	4.90	A
USGS	11475560	1975-11-04	4.20	A
USGS	11475560	1975-11-05	3.90	A
USGS	11475560	1975-11-06	3.80	A
USGS	11475560	1975-11-07	8.40	A
USGS	11475560	1975-11-08	8.20	A
USGS	11475560	1975-11-09	6.80	A
USGS	11475560	1975-11-10	19.0	A
USGS	11475560	1975-11-11	15.0	A
USGS	11475560	1975-11-12	11.0	A
USGS	11475560	1975-11-13	9.10	A
USGS	11475560	1975-11-14	7.60	A
USGS	11475560	1975-11-15	41.0	A
USGS	11475560	1975-11-16	36.0	A
USGS	11475560	1975-11-17	25.0	A
USGS	11475560	1975-11-18	19.0	A
USGS	11475560	1975-11-19	15.0	A
USGS	11475560	1975-11-20	15.0	A
USGS	11475560	1975-11-21	13.0	A
USGS	11475560	1975-11-22	11.0	A
USGS	11475560	1975-11-23	10.0	A
USGS	11475560	1975-11-24	8.80	A
USGS	11475560	1975-11-25	7.80	A
USGS	11475560	1975-11-26	7.30	A
USGS	11475560	1975-11-27	7.20	A
USGS	11475560	1975-11-28	6.60	A
USGS	11475560	1975-11-29	6.20	A
USGS	11475560	1975-11-30	6.00	A
USGS	11475560	1975-12-01	7.50	A
USGS	11475560	1975-12-02	7.10	A
USGS	11475560	1975-12-03	6.80	A
USGS	11475560	1975-12-04	26.0	A
USGS	11475560	1975-12-05	77.0	A
USGS	11475560	1975-12-06	68.0	A
USGS	11475560	1975-12-07	46.0	A
USGS	11475560	1975-12-08	35.0	A
USGS	11475560	1975-12-09	28.0	A
USGS	11475560	1975-12-10	24.0	A
USGS	11475560	1975-12-11	21.0	A
USGS	11475560	1975-12-12	21.0	A
USGS	11475560	1975-12-13	18.0	A
USGS	11475560	1975-12-14	16.0	A
USGS	11475560	1975-12-15	14.0	A
USGS	11475560	1975-12-16	13.0	A
USGS	11475560	1975-12-17	12.0	A
USGS	11475560	1975-12-18	12.0	A
USGS	11475560	1975-12-19	11.0	A
USGS	11475560	1975-12-20	10.0	A
USGS	11475560	1975-12-21	11.0	A
USGS	11475560	1975-12-22	16.0	A
USGS	11475560	1975-12-23	13.0	A
USGS	11475560	1975-12-24	12.0	A
USGS	11475560	1975-12-25	12.0	A
USGS	11475560	1975-12-26	11.0	A
USGS	11475560	1975-12-27	11.0	A
USGS	11475560	1975-12-28	10.0	A
USGS	11475560	1975-12-29	9.70	A
USGS	11475560	1975-12-30	9.00	A
USGS	11475560	1975-12-31	8.50	A
USGS	11475560	1976-01-01	8.40	A
USGS	11475560	1976-01-02	8.00	A
USGS	11475560	1976-01-03	7.60	A
USGS	11475560	1976-01-04	7.20	A
USGS	11475560	1976-01-05	7.10	A
USGS	11475560	1976-01-06	6.90	A
USGS	11475560	1976-01-07	6.50	A
USGS	11475560	1976-01-08	12.0	A
USGS	11475560	1976-01-09	22.0	A
USGS	11475560	1976-01-10	18.0	A
USGS	11475560	1976-01-11	17.0	A
USGS	11475560	1976-01-12	16.0	A
USGS	11475560	1976-01-13	15.0	A
USGS	11475560	1976-01-14	14.0	A
USGS	11475560	1976-01-15	13.0	A
USGS	11475560	1976-01-16	12.0	A
USGS	11475560	1976-01-17	12.0	A
USGS	11475560	1976-01-18	11.0	A
USGS	11475560	1976-01-19	10.0	A
USGS	11475560	1976-01-20	9.50	A
USGS	11475560	1976-01-21	8.90	A
USGS	11475560	1976-01-22	8.50	A
USGS	11475560	1976-01-23	8.00	A
USGS	11475560	1976-01-24	7.60	A
USGS	11475560	1976-01-25	7.10	A
USGS	11475560	1976-01-26	6.70	A
USGS	11475560	1976-01-27	6.50	A
USGS	11475560	1976-01-28	6.10	A
USGS	11475560	1976-01-29	6.20	A
USGS	11475560	1976-01-30	5.90	A
USGS	11475560	1976-01-31	5.50	A
USGS	11475560	1976-02-01	5.50	A
USGS	11475560	1976-02-02	5.20	A
USGS	11475560	1976-02-03	5.00	A
USGS	11475560	1976-02-04	5.00	A
USGS	11475560	1976-02-05	5.00	A
USGS	11475560	1976-02-06	4.60	A
USGS	11475560	1976-02-07	4.40	A
USGS	11475560	1976-02-08	4.40	A
USGS	11475560	1976-02-09	4.20	A
USGS	11475560	1976-02-10	4.00	A
USGS	11475560	1976-02-11	3.80	A
USGS	11475560	1976-02-12	3.80	A
USGS	11475560	1976-02-13	4.80	A
USGS	11475560	1976-02-14	7.80	A
USGS	11475560	1976-02-15	12.0	A
USGS	11475560	1976-02-16	24.0	A
USGS	11475560	1976-02-17	25.0	A
USGS	11475560	1976-02-18	25.0	A
USGS	11475560	1976-02-19	29.0	A
USGS	11475560	1976-02-20	29.0	A
USGS	11475560	1976-02-21	27.0	A
USGS	11475560	1976-02-22	24.0	A
USGS	11475560	1976-02-23	19.0	A
USGS	11475560	1976-02-24	16.0	A
USGS	11475560	1976-02-25	72.0	A
USGS	11475560	1976-02-26	278	A
USGS	11475560	1976-02-27	190	A
USGS	11475560	1976-02-28	156	A
USGS	11475560	1976-02-29	165	A
USGS	11475560	1976-03-01	147	A
USGS	11475560	1976-03-02	106	A
USGS	11475560	1976-03-03	77.0	A
USGS	11475560	1976-03-04	61.0	A
USGS	11475560	1976-03-05	52.0	A
USGS	11475560	1976-03-06	45.0	A
USGS	11475560	1976-03-07	41.0	A
USGS	11475560	1976-03-08	38.0	A
USGS	11475560	1976-03-09	35.0	A
USGS	11475560	1976-03-10	32.0	A
USGS	11475560	1976-03-11	30.0	A
USGS	11475560	1976-03-12	27.0	A
USGS	11475560	1976-03-13	25.0	A
USGS	11475560	1976-03-14	23.0	A
USGS	11475560	1976-03-15	22.0	A
USGS	11475560	1976-03-16	20.0	A
USGS	11475560	1976-03-17	18.0	A
USGS	11475560	1976-03-18	18.0	A
USGS	11475560	1976-03-19	18.0	A
USGS	11475560	1976-03-20	16.0	A
USGS	11475560	1976-03-21	15.0	A
USGS	11475560	1976-03-22	15.0	A
USGS	11475560	1976-03-23	15.0	A
USGS	11475560	1976-03-24	17.0	A
USGS	11475560	1976-03-25	15.0	A
USGS	11475560	1976-03-26	14.0	A
USGS	11475560	1976-03-27	14.0	A
USGS	11475560	1976-03-28	14.0	A
USGS	11475560	1976-03-29	13.0	A
USGS	11475560	1976-03-30	12.0	A
USGS	11475560	1976-03-31	13.0	A
USGS	11475560	1976-04-01	12.0	A
USGS	11475560	1976-04-02	11.0	A
USGS	11475560	1976-04-03	11.0	A
USGS	11475560	1976-04-04	10.0	A
USGS	11475560	1976-04-05	10.0	A
USGS	11475560	1976-04-06	11.0	A
USGS	11475560	1976-04-07	16.0	A
USGS	11475560	1976-04-08	25.0	A
USGS	11475560	1976-04-09	26.0	A
USGS	11475560	1976-04-10	34.0	A
USGS	11475560	1976-04-11	41.0	A
USGS	11475560	1976-04-12	41.0	A
USGS	11475560	1976-04-13	38.0	A
USGS	11475560	1976-04-14	36.0	A
USGS	11475560	1976-04-15	33.0	A
USGS	11475560	1976-04-16	30.0	A
USGS	11475560	1976-04-17	27.0	A
USGS	11475560	1976-04-18	26.0	A
USGS	11475560	1976-04-19	24.0	A
USGS	11475560	1976-04-20	22.0	A
USGS	11475560	1976-04-21	20.0	A
USGS	11475560	1976-04-22	19.0	A
USGS	11475560	1976-04-23	18.0	A
USGS	11475560	1976-04-24	16.0	A
USGS	11475560	1976-04-25	15.0	A
USGS	11475560	1976-04-26	14.0	A
USGS	11475560	1976-04-27	13.0	A
USGS	11475560	1976-04-28	13.0	A
USGS	11475560	1976-04-29	12.0	A
USGS	11475560	1976-04-30	11.0	A
USGS	11475560	1976-05-01	11.0	A
USGS	11475560	1976-05-02	10.0	A
USGS	11475560	1976-05-03	9.80	A
USGS	11475560	1976-05-04	9.30	A
USGS	11475560	1976-05-05	8.90	A
USGS	11475560	1976-05-06	8.60	A
USGS	11475560	1976-05-07	8.50	A
USGS	11475560	1976-05-08	8.00	A
USGS	11475560	1976-05-09	7.80	A
USGS	11475560	1976-05-10	7.50	A
USGS	11475560	1976-05-11	7.30	A
USGS	11475560	1976-05-12	7.20	A
USGS	11475560	1976-05-13	7.00	A
USGS	11475560	1976-05-14	6.90	A
USGS	11475560	1976-05-15	6.60	A
USGS	11475560	1976-05-16	6.40	A
USGS	11475560	1976-05-17	6.40	A
USGS	11475560	1976-05-18	6.20	A
USGS	11475560	1976-05-19	6.00	A
USGS	11475560	1976-05-20	5.70	A
USGS	11475560	1976-05-21	5.60	A
USGS	11475560	1976-05-22	5.60	A
USGS	11475560	1976-05-23	5.40	A
USGS	11475560	1976-05-24	5.20	A
USGS	11475560	1976-05-25	5.10	A
USGS	11475560	1976-05-26	5.00	A
USGS	11475560	1976-05-27	5.00	A
USGS	11475560	1976-05-28	4.80	A
USGS	11475560	1976-05-29	4.70	A
USGS	11475560	1976-05-30	4.60	A
USGS	11475560	1976-05-31	4.60	A
USGS	11475560	1976-06-01	4.60	A
USGS	11475560	1976-06-02	4.50	A
USGS	11475560	1976-06-03	4.40	A
USGS	11475560	1976-06-04	4.40	A
USGS	11475560	1976-06-05	4.30	A
USGS	11475560	1976-06-06	4.20	A
USGS	11475560	1976-06-07	4.20	A
USGS	11475560	1976-06-08	4.20	A
USGS	11475560	1976-06-09	4.20	A
USGS	11475560	1976-06-10	4.20	A
USGS	11475560	1976-06-11	4.20	A
USGS	11475560	1976-06-12	4.10	A
USGS	11475560	1976-06-13	4.00	A
USGS	11475560	1976-06-14	3.80	A
USGS	11475560	1976-06-15	3.60	A
USGS	11475560	1976-06-16	3.50	A
USGS	11475560	1976-06-17	3.40	A
USGS	11475560	1976-06-18	3.30	A
USGS	11475560	1976-06-19	3.20	A
USGS	11475560	1976-06-20	3.20	A
USGS	11475560	1976-06-21	3.20	A
USGS	11475560	1976-06-22	3.10	A
USGS	11475560	1976-06-23	3.00	A
USGS	11475560	1976-06-24	2.70	A
USGS	11475560	1976-06-25	2.60	A
USGS	11475560	1976-06-26	2.50	A
USGS	11475560	1976-06-27	2.40	A
USGS	11475560	1976-06-28	2.40	A
USGS	11475560	1976-06-29	2.40	A
USGS	11475560	1976-06-30	2.30	A
USGS	11475560	1976-07-01	2.30	A
USGS	11475560	1976-07-02	2.30	A
USGS	11475560	1976-07-03	2.30	A
USGS	11475560	1976-07-04	2.30	A
USGS	11475560	1976-07-05	2.30	A
USGS	11475560	1976-07-06	2.20	A
USGS	11475560	1976-07-07	2.10	A
USGS	11475560	1976-07-08	2.10	A
USGS	11475560	1976-07-09	2.10	A
USGS	11475560	1976-07-10	2.10	A
USGS	11475560	1976-07-11	2.00	A
USGS	11475560	1976-07-12	2.00	A
USGS	11475560	1976-07-13	2.00	A
USGS	11475560	1976-07-14	1.90	A
USGS	11475560	1976-07-15	1.80	A
USGS	11475560	1976-07-16	1.80	A
USGS	11475560	1976-07-17	1.90	A
USGS	11475560	1976-07-18	1.90	A
USGS	11475560	1976-07-19	1.90	A
USGS	11475560	1976-07-20	1.80	A
USGS	11475560	1976-07-21	1.80	A
USGS	11475560	1976-07-22	1.60	A
USGS	11475560	1976-07-23	1.60	A
USGS	11475560	1976-07-24	1.60	A
USGS	11475560	1976-07-25	1.60	A
USGS	11475560	1976-07-26	1.50	A
USGS	11475560	1976-07-27	1.40	A
USGS	11475560	1976-07-28	1.40	A
USGS	11475560	1976-07-29	1.40	A
USGS	11475560	1976-07-30	1.40	A
USGS	11475560	1976-07-31	1.40	A
USGS	11475560	1976-08-01	1.40	A
USGS	11475560	1976-08-02	1.50	A
USGS	11475560	1976-08-03	1.50	A
USGS	11475560	1976-08-04	1.50	A
USGS	11475560	1976-08-05	1.50	A
USGS	11475560	1976-08-06	1.50	A
USGS	11475560	1976-08-07	1.50	A
USGS	11475560	1976-08-08	1.50	A
USGS	11475560	1976-08-09	1.50	A
USGS	11475560	1976-08-10	1.50	A
USGS	11475560	1976-08-11	1.40	A
USGS	11475560	1976-08-12	1.40	A
USGS	11475560	1976-08-13	1.40	A
USGS	11475560	1976-08-14	1.90	A
USGS	11475560	1976-08-15	2.50	A
USGS	11475560	1976-08-16	2.40	A
USGS	11475560	1976-08-17	2.50	A
USGS	11475560	1976-08-18	3.50	A
USGS	11475560	1976-08-19	3.00	A
USGS	11475560	1976-08-20	2.30	A
USGS	11475560	1976-08-21	1.90	A
USGS	11475560	1976-08-22	1.80	A
USGS	11475560	1976-08-23	1.60	A
USGS	11475560	1976-08-24	1.60	A
USGS	11475560	1976-08-25	1.60	A
USGS	11475560	1976-08-26	1.50	A
USGS	11475560	1976-08-27	1.50	A
USGS	11475560	1976-08-28	1.40	A
USGS	11475560	1976-08-29	1.40	A
USGS	11475560	1976-08-30	1.30	A
USGS	11475560	1976-08-31	1.30	A
USGS	11475560	1976-09-01	1.20	A
USGS	11475560	1976-09-02	1.20	A
USGS	11475560	1976-09-03	1.20	A
USGS	11475560	1976-09-04	1.20	A
USGS	11475560	1976-09-05	1.10	A
USGS	11475560	1976-09-06	1.10	A
USGS	11475560	1976-09-07	1.10	A
USGS	11475560	1976-09-08	1.10	A
USGS	11475560	1976-09-09	1.00	A
USGS	11475560	1976-09-10	1.00	A
USGS	11475560	1976-09-11	1.00	A
USGS	11475560	1976-09-12	1.00	A
USGS	11475560	1976-09-13	1.00	A
USGS	11475560	1976-09-14	1.00	A
USGS	11475560	1976-09-15	1.00	A
USGS	11475560	1976-09-16	1.00	A
USGS	11475560	1976-09-17	1.00	A
USGS	11475560	1976-09-18	1.00	A
USGS	11475560	1976-09-19	1.00	A
USGS	11475560	1976-09-20	1.00	A
USGS	11475560	1976-09-21	1.00	A
USGS	11475560	1976-09-22	1.00	A
USGS	11475560	1976-09-23	1.00	A
USGS	11475560	1976-09-24	0.96	A
USGS	11475560	1976-09-25	0.96	A
USGS	11475560	1976-09-26	0.96	A
USGS	11475560	1976-09-27	0.96	A
USGS	11475560	1976-09-28	0.96	A
USGS	11475560	1976-09-29	0.96	A
USGS	11475560	1976-09-30	0.96	A
USGS	11475560	1976-10-01	1.00	A
USGS	11475560	1976-10-02	1.10	A
USGS	11475560	1976-10-03	1.10	A
USGS	11475560	1976-10-04	1.20	A
USGS	11475560	1976-10-05	1.20	A
USGS	11475560	1976-10-06	1.20	A
USGS	11475560	1976-10-07	1.10	A
USGS	11475560	1976-10-08	1.10	A
USGS	11475560	1976-10-09	1.00	A
USGS	11475560	1976-10-10	1.00	A
USGS	11475560	1976-10-11	1.00	A
USGS	11475560	1976-10-12	1.00	A
USGS	11475560	1976-10-13	0.96	A
USGS	11475560	1976-10-14	0.96	A
USGS	11475560	1976-10-15	0.96	A
USGS	11475560	1976-10-16	0.96	A
USGS	11475560	1976-10-17	0.88	A
USGS	11475560	1976-10-18	0.88	A
USGS	11475560	1976-10-19	0.88	A
USGS	11475560	1976-10-20	0.88	A
USGS	11475560	1976-10-21	0.88	A
USGS	11475560	1976-10-22	0.88	A
USGS	11475560	1976-10-23	0.88	A
USGS	11475560	1976-10-24	0.80	A
USGS	11475560	1976-10-25	0.96	A
USGS	11475560	1976-10-26	0.96	A
USGS	11475560	1976-10-27	0.88	A
USGS	11475560	1976-10-28	0.88	A
USGS	11475560	1976-10-29	0.88	A
USGS	11475560	1976-10-30	0.88	A
USGS	11475560	1976-10-31	0.88	A
USGS	11475560	1976-11-01	0.88	A
USGS	11475560	1976-11-02	0.96	A
USGS	11475560	1976-11-03	1.00	A
USGS	11475560	1976-11-04	0.96	A
USGS	11475560	1976-11-05	0.96	A
USGS	11475560	1976-11-06	0.96	A
USGS	11475560	1976-11-07	0.96	A
USGS	11475560	1976-11-08	0.89	A
USGS	11475560	1976-11-09	0.88	A
USGS	11475560	1976-11-10	0.88	A
USGS	11475560	1976-11-11	2.00	A
USGS	11475560	1976-11-12	1.50	A
USGS	11475560	1976-11-13	1.50	A
USGS	11475560	1976-11-14	3.90	A
USGS	11475560	1976-11-15	3.70	A
USGS	11475560	1976-11-16	2.30	A
USGS	11475560	1976-11-17	1.70	A
USGS	11475560	1976-11-18	1.50	A
USGS	11475560	1976-11-19	1.30	A
USGS	11475560	1976-11-20	1.20	A
USGS	11475560	1976-11-21	1.20	A
USGS	11475560	1976-11-22	1.10	A
USGS	11475560	1976-11-23	1.10	A
USGS	11475560	1976-11-24	1.10	A
USGS	11475560	1976-11-25	1.10	A
USGS	11475560	1976-11-26	1.10	A
USGS	11475560	1976-11-27	1.00	A
USGS	11475560	1976-11-28	1.00	A
USGS	11475560	1976-11-29	1.00	A
USGS	11475560	1976-11-30	1.00	A
USGS	11475560	1976-12-01	1.00	A
USGS	11475560	1976-12-02	1.00	A
USGS	11475560	1976-12-03	1.00	A
USGS	11475560	1976-12-04	1.00	A
USGS	11475560	1976-12-05	1.00	A
USGS	11475560	1976-12-06	1.00	A
USGS	11475560	1976-12-07	1.00	A
USGS	11475560	1976-12-08	1.00	A
USGS	11475560	1976-12-09	1.00	A
USGS	11475560	1976-12-10	1.00	A
USGS	11475560	1976-12-11	1.00	A
USGS	11475560	1976-12-12	1.00	A
USGS	11475560	1976-12-13	1.00	A
USGS	11475560	1976-12-14	1.00	A
