# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement				
#				
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output				
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2014-10-08 01:54:04 EDT       (caww01)				
#				
# Data for the following 1 site(s) are contained in this file				
#    USGS 11472200 OUTLET C NR LONGVALE CA				
# -----------------------------------------------------------------------------------				
#				
# Data provided for site 11472200				
#    DD parameter statistic   Description				
"#    02   00060     00003     Discharge, cubic feet per second (Mean)"				
#				
# Data-value qualification codes included in this output: 				
#     A  Approved for publication -- Processing and review completed.  				
#     e  Value has been estimated.  				
# 				
agenc	y_cd       site_no	datetime	02_00060	_00003  02_00060_00003_cd
USGS	11472200	11/11/62	41	A
USGS	11472200	11/12/62	53	A
USGS	11472200	11/13/62	74	A
USGS	11472200	11/14/62	50	A
USGS	11472200	11/15/62	39	A
USGS	11472200	11/16/62	34	A
USGS	11472200	11/17/62	33	A
USGS	11472200	11/18/62	34	A
USGS	11472200	11/19/62	30	A
USGS	11472200	11/20/62	28	A
USGS	11472200	11/21/62	27	A
USGS	11472200	11/22/62	26	A
USGS	11472200	11/23/62	26	A
USGS	11472200	11/24/62	25	A
USGS	11472200	11/25/62	24	A
USGS	11472200	11/26/62	3680	A
USGS	11472200	11/27/62	2130	A
USGS	11472200	11/28/62	896	A
USGS	11472200	11/29/62	334	A
USGS	11472200	11/30/62	245	A
USGS	11472200	12/1/62	298	A
USGS	11472200	12/2/62	6150	A
USGS	11472200	12/3/62	4570	A
USGS	11472200	12/4/62	2120	A
USGS	11472200	12/5/62	924	A
USGS	11472200	12/6/62	456	A
USGS	11472200	12/7/62	334	A
USGS	11472200	12/8/62	274	A
USGS	11472200	12/9/62	222	A
USGS	11472200	12/10/62	186	A
USGS	11472200	12/11/62	162	A
USGS	11472200	12/12/62	171	A
USGS	11472200	12/13/62	930	A
USGS	11472200	12/14/62	504	A
USGS	11472200	12/15/62	2790	A
USGS	11472200	12/16/62	1690	A
USGS	11472200	12/17/62	1010	A
USGS	11472200	12/18/62	660	A
USGS	11472200	12/19/62	460	A
USGS	11472200	12/20/62	359	A
USGS	11472200	12/21/62	301	A
USGS	11472200	12/22/62	254	A
USGS	11472200	12/23/62	224	A
USGS	11472200	12/24/62	198	A
USGS	11472200	12/25/62	168	A
USGS	11472200	12/26/62	148	A
USGS	11472200	12/27/62	137	A
USGS	11472200	12/28/62	129	A
USGS	11472200	12/29/62	118	A
USGS	11472200	12/30/62	114	A
USGS	11472200	12/31/62	133	A
USGS	11472200	1/1/63	142	A
USGS	11472200	1/2/63	120	A
USGS	11472200	1/3/63	108	A
USGS	11472200	1/4/63	99	A
USGS	11472200	1/5/63	90	A
USGS	11472200	1/6/63	83	A
USGS	11472200	1/7/63	80	A
USGS	11472200	1/8/63	74	A
USGS	11472200	1/9/63	71	A
USGS	11472200	1/10/63	68	A
USGS	11472200	1/11/63	64	A
USGS	11472200	1/12/63	58	A
USGS	11472200	1/13/63	51	A
USGS	11472200	1/14/63	51	A
USGS	11472200	1/15/63	51	A
USGS	11472200	1/16/63	50	A
USGS	11472200	1/17/63	50	A
USGS	11472200	1/18/63	48	A
USGS	11472200	1/19/63	47	A
USGS	11472200	1/20/63	43	A
USGS	11472200	1/21/63	43	A
USGS	11472200	1/22/63	42	A
USGS	11472200	1/23/63	42	A
USGS	11472200	1/24/63	41	A
USGS	11472200	1/25/63	41	A
USGS	11472200	1/26/63	39	A
USGS	11472200	1/27/63	38	A
USGS	11472200	1/28/63	38	A
USGS	11472200	1/29/63	56	A
USGS	11472200	1/30/63	2880	A
USGS	11472200	1/31/63	13700	A
USGS	11472200	2/1/63	9730	A
USGS	11472200	2/2/63	4330	A
USGS	11472200	2/3/63	2470	A
USGS	11472200	2/4/63	1400	A
USGS	11472200	2/5/63	835	A
USGS	11472200	2/6/63	665	A
USGS	11472200	2/7/63	532	A
USGS	11472200	2/8/63	585	A
USGS	11472200	2/9/63	645	A
USGS	11472200	2/10/63	990	A
USGS	11472200	2/11/63	540	A
USGS	11472200	2/12/63	1030	A
USGS	11472200	2/13/63	1090	A
USGS	11472200	2/14/63	650	A
USGS	11472200	2/15/63	492	A
USGS	11472200	2/16/63	440	A
USGS	11472200	2/17/63	406	A
USGS	11472200	2/18/63	317	A
USGS	11472200	2/19/63	272	A
USGS	11472200	2/20/63	259	A
USGS	11472200	2/21/63	235	A
USGS	11472200	2/22/63	203	A
USGS	11472200	2/23/63	180	A
USGS	11472200	2/24/63	164	A
USGS	11472200	2/25/63	150	A
USGS	11472200	2/26/63	142	A
USGS	11472200	2/27/63	131	A
USGS	11472200	2/28/63	125	A
USGS	11472200	3/1/63	114	A
USGS	11472200	3/2/63	108	A
USGS	11472200	3/3/63	105	A
USGS	11472200	3/4/63	96	A
USGS	11472200	3/5/63	89	A
USGS	11472200	3/6/63	94	A
USGS	11472200	3/7/63	112	A
USGS	11472200	3/8/63	98	A
USGS	11472200	3/9/63	99	A
USGS	11472200	3/10/63	90	A
USGS	11472200	3/11/63	81	A
USGS	11472200	3/12/63	78	A
USGS	11472200	3/13/63	73	A
USGS	11472200	3/14/63	81	A
USGS	11472200	3/15/63	112	A
USGS	11472200	3/16/63	231	A
USGS	11472200	3/17/63	398	A
USGS	11472200	3/18/63	288	A
USGS	11472200	3/19/63	213	A
USGS	11472200	3/20/63	172	A
USGS	11472200	3/21/63	146	A
USGS	11472200	3/22/63	189	A
USGS	11472200	3/23/63	856	A
USGS	11472200	3/24/63	654	A
USGS	11472200	3/25/63	348	A
USGS	11472200	3/26/63	259	A
USGS	11472200	3/27/63	3860	A
USGS	11472200	3/28/63	4270	A
USGS	11472200	3/29/63	3650	A
USGS	11472200	3/30/63	3950	A
USGS	11472200	3/31/63	3090	A
USGS	11472200	4/1/63	1770	A
USGS	11472200	4/2/63	1040	A
USGS	11472200	4/3/63	1570	A
USGS	11472200	4/4/63	1100	A
USGS	11472200	4/5/63	3210	A
USGS	11472200	4/6/63	4690	A
USGS	11472200	4/7/63	3950	A
USGS	11472200	4/8/63	3130	A
USGS	11472200	4/9/63	2760	A
USGS	11472200	4/10/63	3330	A
USGS	11472200	4/11/63	2250	A
USGS	11472200	4/12/63	2690	A
USGS	11472200	4/13/63	2530	A
USGS	11472200	4/14/63	3280	A
USGS	11472200	4/15/63	2880	A
USGS	11472200	4/16/63	2000	A
USGS	11472200	4/17/63	1280	A
USGS	11472200	4/18/63	984	A
USGS	11472200	4/19/63	1360	A
USGS	11472200	4/20/63	1100	A
USGS	11472200	4/21/63	966	A
USGS	11472200	4/22/63	769	A
USGS	11472200	4/23/63	645	A
USGS	11472200	4/24/63	524	A
USGS	11472200	4/25/63	540	A
USGS	11472200	4/26/63	508	A
USGS	11472200	4/27/63	420	A
USGS	11472200	4/28/63	355	A
USGS	11472200	4/29/63	314	A
USGS	11472200	4/30/63	272	A
USGS	11472200	5/1/63	247	A
USGS	11472200	5/2/63	222	A
USGS	11472200	5/3/63	209	A
USGS	11472200	5/4/63	203	A
USGS	11472200	5/5/63	235	A
USGS	11472200	5/6/63	211	A
USGS	11472200	5/7/63	205	A
USGS	11472200	5/8/63	186	A
USGS	11472200	5/9/63	160	A
USGS	11472200	5/10/63	192	A
USGS	11472200	5/11/63	298	A
USGS	11472200	5/12/63	226	A
USGS	11472200	5/13/63	186	A
USGS	11472200	5/14/63	160	A
USGS	11472200	5/15/63	141	A
USGS	11472200	5/16/63	125	A
USGS	11472200	5/17/63	112	A
USGS	11472200	5/18/63	105	A
USGS	11472200	5/19/63	99	A
USGS	11472200	5/20/63	92	A
USGS	11472200	5/21/63	89	A
USGS	11472200	5/22/63	85	A
USGS	11472200	5/23/63	83	A
USGS	11472200	5/24/63	81	A
USGS	11472200	5/25/63	76	A
USGS	11472200	5/26/63	71	A
USGS	11472200	5/27/63	64	A
USGS	11472200	5/28/63	61	A
USGS	11472200	5/29/63	58	A
USGS	11472200	5/30/63	54	A
USGS	11472200	5/31/63	50	A
USGS	11472200	6/1/63	47	A
USGS	11472200	6/2/63	44	A
USGS	11472200	6/3/63	42	A
USGS	11472200	6/4/63	39	A
USGS	11472200	6/5/63	38	A
USGS	11472200	6/6/63	37	A
USGS	11472200	6/7/63	34	A
USGS	11472200	6/8/63	32	A
USGS	11472200	6/9/63	31	A
USGS	11472200	6/10/63	30	A
USGS	11472200	6/11/63	28	A
USGS	11472200	6/12/63	27	A
USGS	11472200	6/13/63	26	A
USGS	11472200	6/14/63	24	A
USGS	11472200	6/15/63	23	A
USGS	11472200	6/16/63	22	A
USGS	11472200	6/17/63	20	A
USGS	11472200	6/18/63	19	A
USGS	11472200	6/19/63	20	A
USGS	11472200	6/20/63	18	A
USGS	11472200	6/21/63	18	A
USGS	11472200	6/22/63	19	A
USGS	11472200	6/23/63	19	A
USGS	11472200	6/24/63	18	A
USGS	11472200	6/25/63	16	A
USGS	11472200	6/26/63	16	A
USGS	11472200	6/27/63	16	A
USGS	11472200	6/28/63	16	A
USGS	11472200	6/29/63	16	A
USGS	11472200	6/30/63	15	A
USGS	11472200	7/1/63	14	A
USGS	11472200	7/2/63	14	A
USGS	11472200	7/3/63	13	A
USGS	11472200	7/4/63	12	A
USGS	11472200	7/5/63	12	A
USGS	11472200	7/6/63	11	A
USGS	11472200	7/7/63	11	A
USGS	11472200	7/8/63	10	A
USGS	11472200	7/9/63	9.8	A
USGS	11472200	7/10/63	9.4	A
USGS	11472200	7/11/63	9.8	A
USGS	11472200	7/12/63	9.8	A
USGS	11472200	7/13/63	6.4	A
USGS	11472200	7/14/63	6.7	A
USGS	11472200	7/15/63	6.4	A
USGS	11472200	7/16/63	5.8	A
USGS	11472200	7/17/63	5.8	A
USGS	11472200	7/18/63	5.5	A
USGS	11472200	7/19/63	5.5	A
USGS	11472200	7/20/63	5.5	A
USGS	11472200	7/21/63	5.2	A
USGS	11472200	7/22/63	4.6	A
USGS	11472200	7/23/63	4.6	A
USGS	11472200	7/24/63	4.3	A
USGS	11472200	7/25/63	4.3	A
USGS	11472200	7/26/63	4.3	A
USGS	11472200	7/27/63	4	A
USGS	11472200	7/28/63	4	A
USGS	11472200	7/29/63	3.6	A
USGS	11472200	7/30/63	3.6	A
USGS	11472200	7/31/63	3.5	A
USGS	11472200	8/1/63	3.5	A
USGS	11472200	8/2/63	3.3	A
USGS	11472200	8/3/63	3.3	A
USGS	11472200	8/4/63	3.3	A
USGS	11472200	8/5/63	3.1	A
USGS	11472200	8/6/63	3.1	A
USGS	11472200	8/7/63	2.9	A
USGS	11472200	8/8/63	2.9	A
USGS	11472200	8/9/63	2.9	A
USGS	11472200	8/10/63	2.9	A
USGS	11472200	8/11/63	2.7	A
USGS	11472200	8/12/63	2.7	A
USGS	11472200	8/13/63	2.6	A
USGS	11472200	8/14/63	2.4	A
USGS	11472200	8/15/63	2.4	A
USGS	11472200	8/16/63	2.4	A
USGS	11472200	8/17/63	2.2	A
USGS	11472200	8/18/63	2.1	A
USGS	11472200	8/19/63	2.1	A
USGS	11472200	8/20/63	2	A
USGS	11472200	8/21/63	2.1	A
USGS	11472200	8/22/63	2.1	A
USGS	11472200	8/23/63	2.1	A
USGS	11472200	8/24/63	2.2	A
USGS	11472200	8/25/63	2.2	A
USGS	11472200	8/26/63	2.2	A
USGS	11472200	8/27/63	2.2	A
USGS	11472200	8/28/63	2.2	A
USGS	11472200	8/29/63	2.2	A
USGS	11472200	8/30/63	2.4	A
USGS	11472200	8/31/63	2.4	A
USGS	11472200	9/1/63	2.4	A
USGS	11472200	9/2/63	2.4	A
USGS	11472200	9/3/63	2.2	A
USGS	11472200	9/4/63	2.1	A
USGS	11472200	9/5/63	2.1	A
USGS	11472200	9/6/63	2.1	A
USGS	11472200	9/7/63	2	A
USGS	11472200	9/8/63	2	A
USGS	11472200	9/9/63	2	A
USGS	11472200	9/10/63	2	A
USGS	11472200	9/11/63	2	A
USGS	11472200	9/12/63	2.1	A
USGS	11472200	9/13/63	2.2	A
USGS	11472200	9/14/63	2.2	A
USGS	11472200	9/15/63	2.1	A
USGS	11472200	9/16/63	2.1	A
USGS	11472200	9/17/63	2.6	A
USGS	11472200	9/18/63	2.7	A
USGS	11472200	9/19/63	2.4	A
USGS	11472200	9/20/63	2.2	A
USGS	11472200	9/21/63	2.1	A
USGS	11472200	9/22/63	2.1	A
USGS	11472200	9/23/63	2.4	A
USGS	11472200	9/24/63	2.4	A
USGS	11472200	9/25/63	2.2	A
USGS	11472200	9/26/63	2.1	A
USGS	11472200	9/27/63	2.1	A
USGS	11472200	9/28/63	2.1	A
USGS	11472200	9/29/63	2	A
USGS	11472200	9/30/63	2	A
USGS	11472200	10/1/63	2.1	A
USGS	11472200	10/2/63	2.1	A
USGS	11472200	10/3/63	2.1	A
USGS	11472200	10/4/63	2.1	A
USGS	11472200	10/5/63	2.1	A
USGS	11472200	10/6/63	3.1	A
USGS	11472200	10/7/63	3.5	A
USGS	11472200	10/8/63	3.1	A
USGS	11472200	10/9/63	3.6	A
USGS	11472200	10/10/63	5.8	A
USGS	11472200	10/11/63	17	A
USGS	11472200	10/12/63	11	A
USGS	11472200	10/13/63	7	A
USGS	11472200	10/14/63	5.8	A
USGS	11472200	10/15/63	39	A
USGS	11472200	10/16/63	55	A
USGS	11472200	10/17/63	25	A
USGS	11472200	10/18/63	15	A
USGS	11472200	10/19/63	11	A
USGS	11472200	10/20/63	9	A
USGS	11472200	10/21/63	7.8	A
USGS	11472200	10/22/63	8.6	A
USGS	11472200	10/23/63	30	A
USGS	11472200	10/24/63	25	A
USGS	11472200	10/25/63	19	A
USGS	11472200	10/26/63	14	A
USGS	11472200	10/27/63	14	A
USGS	11472200	10/28/63	12	A
USGS	11472200	10/29/63	10	A
USGS	11472200	10/30/63	8.2	A
USGS	11472200	10/31/63	7.8	A
USGS	11472200	11/1/63	7.4	A
USGS	11472200	11/2/63	9.4	A
USGS	11472200	11/3/63	20	A
USGS	11472200	11/4/63	745	A
USGS	11472200	11/5/63	283	A
USGS	11472200	11/6/63	1010	A
USGS	11472200	11/7/63	377	A
USGS	11472200	11/8/63	2310	A
USGS	11472200	11/9/63	2040	A
USGS	11472200	11/10/63	649	A
USGS	11472200	11/11/63	298	A
USGS	11472200	11/12/63	209	A
USGS	11472200	11/13/63	178	A
USGS	11472200	11/14/63	2060	A
USGS	11472200	11/15/63	1590	A
USGS	11472200	11/16/63	685	A
USGS	11472200	11/17/63	398	A
USGS	11472200	11/18/63	279	A
USGS	11472200	11/19/63	1240	A
USGS	11472200	11/20/63	1100	A
USGS	11472200	11/21/63	492	A
USGS	11472200	11/22/63	629	A
USGS	11472200	11/23/63	5050	A
USGS	11472200	11/24/63	2830	A
USGS	11472200	11/25/63	1380	A
USGS	11472200	11/26/63	599	A
USGS	11472200	11/27/63	424	A
USGS	11472200	11/28/63	328	A
USGS	11472200	11/29/63	259	A
USGS	11472200	11/30/63	207	A
USGS	11472200	12/1/63	172	A
USGS	11472200	12/2/63	144	A
USGS	11472200	12/3/63	127	A
USGS	11472200	12/4/63	112	A
USGS	11472200	12/5/63	101	A
USGS	11472200	12/6/63	90	A
USGS	11472200	12/7/63	80	A
USGS	11472200	12/8/63	134	A
USGS	11472200	12/9/63	424	A
USGS	11472200	12/10/63	222	A
USGS	11472200	12/11/63	152	A
USGS	11472200	12/12/63	123	A
USGS	11472200	12/13/63	108	A
USGS	11472200	12/14/63	98	A
USGS	11472200	12/15/63	90	A
USGS	11472200	12/16/63	81	A
USGS	11472200	12/17/63	76	A
USGS	11472200	12/18/63	73	A
USGS	11472200	12/19/63	137	A
USGS	11472200	12/20/63	1280	A
USGS	11472200	12/21/63	468	A
USGS	11472200	12/22/63	308	A
USGS	11472200	12/23/63	233	A
USGS	11472200	12/24/63	196	A
USGS	11472200	12/25/63	198	A
USGS	11472200	12/26/63	170	A
USGS	11472200	12/27/63	288	A
USGS	11472200	12/28/63	292	A
USGS	11472200	12/29/63	224	A
USGS	11472200	12/30/63	196	A
USGS	11472200	12/31/63	158	A
USGS	11472200	1/1/64	142	A
USGS	11472200	1/2/64	154	A
USGS	11472200	1/3/64	133	A
USGS	11472200	1/4/64	116	A
USGS	11472200	1/5/64	101	A
USGS	11472200	1/6/64	120	A
USGS	11472200	1/7/64	317	A
USGS	11472200	1/8/64	198	A
USGS	11472200	1/9/64	213	A
USGS	11472200	1/10/64	282	A
USGS	11472200	1/11/64	205	A
USGS	11472200	1/12/64	174	A
USGS	11472200	1/13/64	205	A
USGS	11472200	1/14/64	338	A
USGS	11472200	1/15/64	242	A
USGS	11472200	1/16/64	425	A
USGS	11472200	1/17/64	1680	A
USGS	11472200	1/18/64	2580	A
USGS	11472200	1/19/64	4950	A
USGS	11472200	1/20/64	8840	A
USGS	11472200	1/21/64	5440	A
USGS	11472200	1/22/64	3230	A
USGS	11472200	1/23/64	2020	A
USGS	11472200	1/24/64	1980	A
USGS	11472200	1/25/64	2270	A
USGS	11472200	1/26/64	1460	A
USGS	11472200	1/27/64	978	A
USGS	11472200	1/28/64	710	A
USGS	11472200	1/29/64	796	A
USGS	11472200	1/30/64	675	A
USGS	11472200	1/31/64	500	A
USGS	11472200	2/1/64	436	A
USGS	11472200	2/2/64	366	A
USGS	11472200	2/3/64	314	A
USGS	11472200	2/4/64	272	A
USGS	11472200	2/5/64	242	A
USGS	11472200	2/6/64	222	A
USGS	11472200	2/7/64	198	A
USGS	11472200	2/8/64	184	A
USGS	11472200	2/9/64	172	A
USGS	11472200	2/10/64	162	A
USGS	11472200	2/11/64	150	A
USGS	11472200	2/12/64	141	A
USGS	11472200	2/13/64	131	A
USGS	11472200	2/14/64	125	A
USGS	11472200	2/15/64	164	A
USGS	11472200	2/16/64	152	A
USGS	11472200	2/17/64	133	A
USGS	11472200	2/18/64	122	A
USGS	11472200	2/19/64	114	A
USGS	11472200	2/20/64	107	A
USGS	11472200	2/21/64	101	A
USGS	11472200	2/22/64	96	A
USGS	11472200	2/23/64	92	A
USGS	11472200	2/24/64	87	A
USGS	11472200	2/25/64	83	A
USGS	11472200	2/26/64	78	A
USGS	11472200	2/27/64	76	A
USGS	11472200	2/28/64	76	A
USGS	11472200	2/29/64	81	A
USGS	11472200	3/1/64	223	A
USGS	11472200	3/2/64	254	A
USGS	11472200	3/3/64	166	A
USGS	11472200	3/4/64	131	A
USGS	11472200	3/5/64	114	A
USGS	11472200	3/6/64	107	A
USGS	11472200	3/7/64	105	A
USGS	11472200	3/8/64	96	A
USGS	11472200	3/9/64	89	A
USGS	11472200	3/10/64	87	A
USGS	11472200	3/11/64	643	A
USGS	11472200	3/12/64	1250	A
USGS	11472200	3/13/64	912	A
USGS	11472200	3/14/64	460	A
USGS	11472200	3/15/64	308	A
USGS	11472200	3/16/64	245	A
USGS	11472200	3/17/64	209	A
USGS	11472200	3/18/64	184	A
USGS	11472200	3/19/64	164	A
USGS	11472200	3/20/64	148	A
USGS	11472200	3/21/64	182	A
USGS	11472200	3/22/64	251	A
USGS	11472200	3/23/64	388	A
USGS	11472200	3/24/64	341	A
USGS	11472200	3/25/64	254	A
USGS	11472200	3/26/64	209	A
USGS	11472200	3/27/64	186	A
USGS	11472200	3/28/64	166	A
USGS	11472200	3/29/64	152	A
USGS	11472200	3/30/64	137	A
USGS	11472200	3/31/64	133	A
USGS	11472200	4/1/64	209	A
USGS	11472200	4/2/64	176	A
USGS	11472200	4/3/64	148	A
USGS	11472200	4/4/64	131	A
USGS	11472200	4/5/64	118	A
USGS	11472200	4/6/64	110	A
USGS	11472200	4/7/64	103	A
USGS	11472200	4/8/64	94	A
USGS	11472200	4/9/64	87	A
USGS	11472200	4/10/64	85	A
USGS	11472200	4/11/64	80	A
USGS	11472200	4/12/64	74	A
USGS	11472200	4/13/64	69	A
USGS	11472200	4/14/64	66	A
USGS	11472200	4/15/64	64	A
USGS	11472200	4/16/64	60	A
USGS	11472200	4/17/64	57	A
USGS	11472200	4/18/64	53	A
USGS	11472200	4/19/64	51	A
USGS	11472200	4/20/64	47	A
USGS	11472200	4/21/64	44	A
USGS	11472200	4/22/64	43	A
USGS	11472200	4/23/64	43	A
USGS	11472200	4/24/64	44	A
USGS	11472200	4/25/64	43	A
USGS	11472200	4/26/64	43	A
USGS	11472200	4/27/64	41	A
USGS	11472200	4/28/64	38	A
USGS	11472200	4/29/64	37	A
USGS	11472200	4/30/64	36	A
USGS	11472200	5/1/64	39	A
USGS	11472200	5/2/64	43	A
USGS	11472200	5/3/64	88	A
USGS	11472200	5/4/64	116	A
USGS	11472200	5/5/64	78	A
USGS	11472200	5/6/64	66	A
USGS	11472200	5/7/64	57	A
USGS	11472200	5/8/64	48	A
USGS	11472200	5/9/64	42	A
USGS	11472200	5/10/64	38	A
USGS	11472200	5/11/64	34	A
USGS	11472200	5/12/64	32	A
USGS	11472200	5/13/64	30	A
USGS	11472200	5/14/64	28	A
USGS	11472200	5/15/64	26	A
USGS	11472200	5/16/64	26	A
USGS	11472200	5/17/64	30	A
USGS	11472200	5/18/64	31	A
USGS	11472200	5/19/64	30	A
USGS	11472200	5/20/64	28	A
USGS	11472200	5/21/64	26	A
USGS	11472200	5/22/64	24	A
USGS	11472200	5/23/64	23	A
USGS	11472200	5/24/64	22	A
USGS	11472200	5/25/64	21	A
USGS	11472200	5/26/64	20	A
USGS	11472200	5/27/64	21	A
USGS	11472200	5/28/64	20	A
USGS	11472200	5/29/64	19	A
USGS	11472200	5/30/64	17	A
USGS	11472200	5/31/64	17	A
USGS	11472200	6/1/64	16	A
USGS	11472200	6/2/64	15	A
USGS	11472200	6/3/64	16	A
USGS	11472200	6/4/64	15	A
USGS	11472200	6/5/64	17	A
USGS	11472200	6/6/64	20	A
USGS	11472200	6/7/64	22	A
USGS	11472200	6/8/64	22	A
USGS	11472200	6/9/64	20	A
USGS	11472200	6/10/64	18	A
USGS	11472200	6/11/64	17	A
USGS	11472200	6/12/64	16	A
USGS	11472200	6/13/64	15	A
USGS	11472200	6/14/64	13	A
USGS	11472200	6/15/64	12	A
USGS	11472200	6/16/64	11	A
USGS	11472200	6/17/64	11	A
USGS	11472200	6/18/64	11	A
USGS	11472200	6/19/64	10	A
USGS	11472200	6/20/64	9.6	A
USGS	11472200	6/21/64	9	A
USGS	11472200	6/22/64	8.5	A
USGS	11472200	6/23/64	7.7	A
USGS	11472200	6/24/64	7	A
USGS	11472200	6/25/64	6.5	A
USGS	11472200	6/26/64	5.7	A
USGS	11472200	6/27/64	5.4	A
USGS	11472200	6/28/64	5.1	A
USGS	11472200	6/29/64	4.9	A
USGS	11472200	6/30/64	4.8	A
USGS	11472200	7/1/64	4.3	A
USGS	11472200	7/2/64	4.3	A
USGS	11472200	7/3/64	4.2	A
USGS	11472200	7/4/64	4.2	A
USGS	11472200	7/5/64	4	A
USGS	11472200	7/6/64	3.8	A
USGS	11472200	7/7/64	3.8	A
USGS	11472200	7/8/64	3.5	A
USGS	11472200	7/9/64	3.3	A
USGS	11472200	7/10/64	3.3	A
USGS	11472200	7/11/64	3.3	A
USGS	11472200	7/12/64	2.9	A
USGS	11472200	7/13/64	2.7	A
USGS	11472200	7/14/64	2.6	A
USGS	11472200	7/15/64	2.2	A
USGS	11472200	7/16/64	2.2	A
USGS	11472200	7/17/64	2.2	A
USGS	11472200	7/18/64	2.1	A
USGS	11472200	7/19/64	1.9	A
USGS	11472200	7/20/64	1.9	A
USGS	11472200	7/21/64	1.9	A
USGS	11472200	7/22/64	1.8	A
USGS	11472200	7/23/64	1.7	A
USGS	11472200	7/24/64	1.7	A
USGS	11472200	7/25/64	1.6	A
USGS	11472200	7/26/64	1.4	A
USGS	11472200	7/27/64	1.4	A
USGS	11472200	7/28/64	1.5	A
USGS	11472200	7/29/64	1.6	A
USGS	11472200	7/30/64	1.6	A
USGS	11472200	7/31/64	1.5	A
USGS	11472200	8/1/64	1.4	A
USGS	11472200	8/2/64	1.3	A
USGS	11472200	8/3/64	1.3	A
USGS	11472200	8/4/64	1.2	A
USGS	11472200	8/5/64	1.2	A
USGS	11472200	8/6/64	1.1	A
USGS	11472200	8/7/64	1.1	A
USGS	11472200	8/8/64	1	A
USGS	11472200	8/9/64	1	A
USGS	11472200	8/10/64	1	A
USGS	11472200	8/11/64	1	A
USGS	11472200	8/12/64	1	A
USGS	11472200	8/13/64	1	A
USGS	11472200	8/14/64	1	A
USGS	11472200	8/15/64	1	A
USGS	11472200	8/16/64	0.9	A
USGS	11472200	8/17/64	0.9	A
USGS	11472200	8/18/64	0.8	A
USGS	11472200	8/19/64	0.8	A
USGS	11472200	8/20/64	0.8	A
USGS	11472200	8/21/64	0.8	A
USGS	11472200	8/22/64	0.8	A
USGS	11472200	8/23/64	0.8	A
USGS	11472200	8/24/64	0.8	A
USGS	11472200	8/25/64	0.7	A
USGS	11472200	8/26/64	0.7	A
USGS	11472200	8/27/64	0.7	A
USGS	11472200	8/28/64	0.7	A
USGS	11472200	8/29/64	0.7	A
USGS	11472200	8/30/64	0.7	A
USGS	11472200	8/31/64	0.7	A
USGS	11472200	9/1/64	0.7	A
USGS	11472200	9/2/64	0.7	A
USGS	11472200	9/3/64	0.7	A
USGS	11472200	9/4/64	0.7	A
USGS	11472200	9/5/64	0.7	A
USGS	11472200	9/6/64	0.7	A
USGS	11472200	9/7/64	0.7	A
USGS	11472200	9/8/64	0.7	A
USGS	11472200	9/9/64	0.7	A
USGS	11472200	9/10/64	0.7	A
USGS	11472200	9/11/64	0.7	A
USGS	11472200	9/12/64	0.7	A
USGS	11472200	9/13/64	0.8	A
USGS	11472200	9/14/64	0.7	A
USGS	11472200	9/15/64	0.8	A
USGS	11472200	9/16/64	0.8	A
USGS	11472200	9/17/64	0.8	A
USGS	11472200	9/18/64	0.8	A
USGS	11472200	9/19/64	0.8	A
USGS	11472200	9/20/64	0.8	A
USGS	11472200	9/21/64	0.8	A
USGS	11472200	9/22/64	0.8	A
USGS	11472200	9/23/64	0.8	A
USGS	11472200	9/24/64	0.8	A
USGS	11472200	9/25/64	0.8	A
USGS	11472200	9/26/64	0.8	A
USGS	11472200	9/27/64	0.8	A
USGS	11472200	9/28/64	0.9	A
USGS	11472200	9/29/64	0.9	A
USGS	11472200	9/30/64	1	A
USGS	11472200	10/1/64	1	A
USGS	11472200	10/2/64	1	A
USGS	11472200	10/3/64	1	A
USGS	11472200	10/4/64	1	A
USGS	11472200	10/5/64	1	A
USGS	11472200	10/6/64	1	A
USGS	11472200	10/7/64	1	A
USGS	11472200	10/8/64	1	A
USGS	11472200	10/9/64	1.1	A
USGS	11472200	10/10/64	1.2	A
USGS	11472200	10/11/64	1.2	A
USGS	11472200	10/12/64	1.2	A
USGS	11472200	10/13/64	1.2	A
USGS	11472200	10/14/64	1.3	A
USGS	11472200	10/15/64	1.3	A
USGS	11472200	10/16/64	1.5	A
USGS	11472200	10/17/64	1.4	A
USGS	11472200	10/18/64	1.4	A
USGS	11472200	10/19/64	1.4	A
USGS	11472200	10/20/64	1.4	A
USGS	11472200	10/21/64	1.4	A
USGS	11472200	10/22/64	1.4	A
USGS	11472200	10/23/64	1.4	A
USGS	11472200	10/24/64	1.4	A
USGS	11472200	10/25/64	1.4	A
USGS	11472200	10/26/64	1.7	A
USGS	11472200	10/27/64	3.8	A
USGS	11472200	10/28/64	9.8	A
USGS	11472200	10/29/64	23	A
USGS	11472200	10/30/64	18	A
USGS	11472200	10/31/64	15	A
USGS	11472200	11/1/64	35	A
